CASE_NUMBER,CASE_RECEIVED_DATE,DECISION_DATE,WORK_STATE,PAID_WAGE_PER_YEAR,JOB_TITLE_SUBGROUP,order
I-200-10222-171686,8/11/2010,6/26/2013,TX,52739,software engineer,142257
I-200-10223-842533,8/12/2010,6/26/2013,TX,52739,software engineer,142260
I-200-10221-264281,8/13/2010,6/27/2013,AR,52739,software engineer,142263
I-200-13078-379068,3/20/2013,3/26/2013,SC,51000,business analyst,142266
I-200-12193-794115,2/27/2015,3/5/2015,OK,75260,business analyst,142269
I-200-11305-091161,11/2/2011,11/8/2011,ID,58200,software engineer,142272
I-200-11325-065644,11/21/2011,11/28/2011,ID,58200,software engineer,142275
I-200-13068-367286,3/9/2013,3/14/2013,MO,50000,software engineer,142278
I-200-14101-363534,4/11/2014,4/17/2014,CA,74175,assistant professor,142281
A-14148-72794,5/30/2014,10/10/2014,CALIFORNIA,48680,assistant professor,142287
I-200-13269-485332,9/30/2013,10/22/2013,FL,67000,business analyst,142290
I-200-13072-755166,3/15/2013,3/21/2013,CT,61000,business analyst,142293
I-200-15072-365007,3/13/2015,3/19/2015,PA,54075,data analyst,142296
I-200-15061-689692,3/5/2015,3/11/2015,TX,50000,data analyst,142299
I-200-15082-501171,3/23/2015,3/27/2015,TX,48672,data analyst,142305
I-200-13066-737045,3/7/2013,3/13/2013,GA,48672,business analyst,142308
I-200-12039-452121,2/9/2012,7/29/2014,MN,48670,assistant professor,142316
I-200-15064-795774,3/6/2015,3/12/2015,FL,78000,software engineer,142327
I-200-13077-231335,3/18/2013,3/22/2013,PA,56000,management consultant,142330
I-200-11245-430132,9/30/2011,10/6/2011,NC,48651,software engineer,142333
I-200-13142-863139,5/22/2013,5/29/2013,LA,67000,assistant professor,142336
I-200-13303-529554,10/30/2013,11/5/2013,CA,103450,assistant professor,142346
I-200-11252-377356,9/9/2011,6/27/2014,LA,59987.2,assistant professor,142350
A-14181-83601,6/30/2014,11/20/2014,NEW YORK,90000,assistant professor,142353
A-14134-69356,6/1/2014,11/4/2014,NEW YORK,75000,assistant professor,142356
I-200-15041-977872,2/13/2015,2/22/2015,NH,70000,software engineer,142359
I-200-15069-715466,3/10/2015,3/16/2015,NH,65000,software engineer,142362
I-200-13238-817469,8/26/2013,8/30/2013,MO,65000,business analyst,142365
I-200-15030-595170,1/30/2015,2/5/2015,FL,64917,business analyst,142368
I-200-13213-261733,8/1/2013,8/7/2013,MO,61000,business analyst,142371
I-200-13078-057604,3/19/2013,3/25/2013,NJ,60000,data analyst,142374
I-200-14099-481170,4/9/2014,4/15/2014,MO,60000,business analyst,142377
I-200-13068-492450,3/20/2013,3/26/2013,NJ,58000,data analyst,142380
I-200-15069-598466,3/10/2015,3/16/2015,NH,52500,software engineer,142383
I-200-14113-549876,4/23/2014,4/29/2014,MO,49000,business analyst,142386
I-200-15051-267904,2/23/2015,2/27/2015,NH,48630,software engineer,142389
I-200-15073-668714,3/15/2015,3/19/2015,NH,48630,software engineer,142392
I-200-14239-313740,9/3/2014,9/9/2014,NH,48630,software engineer,142395
I-200-14171-297790,6/20/2014,6/26/2014,OH,63752,software engineer,142400
I-200-15043-312373,2/20/2015,2/26/2015,TX,55000,data analyst,142403
I-200-13294-383826,10/21/2013,10/26/2013,DC,48610,software engineer,142406
I-200-14104-280930,4/14/2014,4/22/2014,OH,48607,assistant professor,142409
I-200-14106-406710,4/16/2014,4/22/2014,MI,87500,assistant professor,142412
I-200-14104-279695,4/14/2014,4/18/2014,MI,55000,assistant professor,142415
I-200-14077-670102,3/19/2014,9/12/2014,MI,50952,assistant professor,142418
I-200-13077-876758,3/19/2013,3/19/2013,NM,71869.2,data analyst,142421
I-200-12025-996306,1/25/2012,5/16/2013,GA,63000,business analyst,142424
I-200-13081-304812,6/18/2013,7/2/2013,WV,60000,software engineer,142427
I-200-11308-090328,11/4/2011,5/16/2013,GA,60000,business analyst,142430
I-200-14134-916331,5/14/2014,5/20/2014,MI,54000,business analyst,142433
I-200-13141-852429,5/21/2013,5/29/2013,IL,48589,business analyst,142436
I-200-13079-665917,3/20/2013,3/26/2013,TX,350000,assistant professor,142446
I-200-12159-265799,6/7/2012,1/24/2014,MD,82000,assistant professor,142449
I-200-13191-269787,7/25/2013,7/31/2013,SC,66622,software engineer,142452
I-200-13219-574067,8/26/2013,8/30/2013,SC,63669,software engineer,142455
I-200-14085-465401,3/26/2014,4/1/2014,SC,60000,software engineer,142458
I-200-14052-070736,2/21/2014,2/27/2014,GA,57521,business analyst,142461
I-200-14164-108965,6/13/2014,6/20/2014,FL,50000,business analyst,142464
I-200-14203-651017,7/22/2014,7/29/2014,TX,48568,assistant professor,142469
I-200-15065-555583,3/6/2015,3/12/2015,MA,48557.7,assistant professor,142476
I-200-12286-465282,10/16/2012,10/22/2012,NE,71500,assistant professor,142482
I-200-13155-368359,6/6/2013,6/12/2013,NJ,59680,assistant professor,142485
I-200-11165-779705,6/14/2011,12/12/2013,VA,52000,assistant professor,142488
I-200-14073-498995,3/19/2014,3/26/2014,IL,78000,business analyst,142491
I-200-14195-021388,7/14/2014,7/18/2014,NC,62106.34,software engineer,142494
I-200-14344-156865,12/10/2014,12/16/2014,NC,60000,business analyst,142497
I-200-14049-814538,2/18/2014,2/24/2014,IL,58140,software engineer,142500
I-200-14059-422731,2/28/2014,3/6/2014,IL,58140,software engineer,142503
I-200-14076-051469,3/17/2014,3/18/2014,IL,58140,software engineer,142506
I-200-14077-695754,3/18/2014,3/24/2014,IL,58140,software engineer,142509
I-200-11313-192697,11/9/2011,11/16/2011,WA,56000,software engineer,142512
I-200-14077-172814,3/18/2014,3/24/2014,IL,55290,software engineer,142515
I-200-14049-367143,2/18/2014,2/24/2014,IL,55165,software engineer,142518
I-200-14059-639355,2/28/2014,3/6/2014,IL,55165,software engineer,142521
I-200-14196-534689,7/15/2014,7/21/2014,PA,52083,software engineer,142524
I-200-13119-029617,4/29/2013,5/3/2013,MD,61200,assistant professor,142528
I-200-14182-282171,7/1/2014,7/8/2014,OK,49000,assistant professor,142532
I-200-13238-722507,8/28/2013,9/5/2013,LA,170000,assistant professor,142535
I-200-13316-808710,11/12/2013,11/18/2013,MO,52878,assistant professor,142539
I-200-14079-218561,3/20/2014,3/26/2014,RI,64480,business analyst,142544
I-200-13324-090585,11/25/2013,12/2/2013,RI,77826,business analyst,142551
I-200-14002-667198,1/2/2014,1/8/2014,RI,68500,business analyst,142554
I-200-14044-469780,2/13/2014,2/21/2014,RI,61641,business analyst,142557
I-200-14071-040745,3/12/2014,3/18/2014,RI,60000,data analyst,142560
I-200-14073-942906,3/14/2014,3/20/2014,RI,55000,business analyst,142563
I-200-13200-902832,7/19/2013,7/25/2013,RI,48526,business analyst,142566
I-200-11273-712901,9/30/2011,10/6/2011,TX,99500,assistant professor,142569
I-200-12298-484368,10/24/2012,10/30/2012,AR,74500,business analyst,142572
I-200-15078-267678,3/19/2015,3/25/2015,NY,60000,business analyst,142575
I-200-14028-783042,1/30/2014,10/28/2014,NC,56000,assistant professor,142578
I-200-15034-394305,2/3/2015,2/9/2015,NY,53976,business analyst,142581
I-200-15077-062114,3/18/2015,3/24/2015,NY,50000,business analyst,142584
I-200-13065-268186,3/6/2013,3/12/2013,IL,48506,software engineer,142587
I-200-13238-386628,8/26/2013,9/3/2013,AZ,67000,assistant professor,142590
I-200-14286-792418,10/13/2014,10/17/2014,SC,63380,assistant professor,142593
I-200-13078-505677,3/19/2013,3/25/2013,SD,70000,software engineer,142596
I-200-12352-725246,12/17/2012,12/21/2012,ND,65000,software engineer,142599
I-200-14139-898576,5/19/2014,5/23/2014,FL,48485,business analyst,142602
I-200-13136-589533,5/16/2013,5/22/2013,SD,72000,assistant professor,142605
I-200-14041-694230,2/10/2014,2/15/2014,TX,61500,assistant professor,142608
A-14311-23833,11/7/2014,2/9/2015,OHIO,48470,assistant professor,142613
I-200-13100-759313,4/10/2013,4/16/2013,GA,73603.69,assistant professor,142616
I-200-13122-423986,5/2/2013,1/22/2015,NC,68302,assistant professor,142619
I-200-13134-605161,5/17/2013,5/23/2013,WV,60000,assistant professor,142622
I-200-13094-679172,4/4/2013,4/10/2013,TN,56100,assistant professor,142626
I-200-13266-161364,9/23/2013,11/14/2013,MO,48464,software engineer,142630
I-200-13018-154117,1/18/2013,1/25/2013,MO,48464,assistant professor,142633
I-200-14150-748858,5/30/2014,5/30/2014,FL,62500,assistant professor,142637
I-200-13101-396163,4/11/2013,4/17/2013,CA,126000,assistant professor,142640
I-200-13084-192970,3/25/2013,3/29/2013,OH,60000,business analyst,142697
I-200-12314-801414,11/9/2012,11/16/2012,KY,48443,business analyst,142701
I-200-14022-664389,2/12/2014,2/19/2014,UT,64890,assistant professor,142704
I-200-15061-896948,3/2/2015,3/6/2015,TX,275000,assistant professor,142707
I-200-14252-468741,9/10/2014,9/16/2014,TX,205000,assistant professor,142710
I-200-13162-590416,6/11/2013,6/17/2013,WI,95000,assistant professor,142713
I-200-14077-989174,3/18/2014,3/24/2014,TX,72500,business analyst,142716
I-200-10287-644712,10/14/2010,10/30/2013,WA,59000,software engineer,142720
I-200-14082-786280,3/23/2014,3/27/2014,TX,55000,business analyst,142723
I-200-14048-259287,2/19/2014,2/25/2014,TX,50687,data analyst,142726
I-200-14072-831611,3/13/2014,3/19/2014,TX,50000,data analyst,142729
I-200-14071-632678,3/13/2014,3/19/2014,TX,50000,business analyst,142732
I-200-14062-687569,4/2/2014,4/9/2014,TX,48422,data analyst,142736
I-200-15083-012691,3/24/2015,3/30/2015,CA,135000,assistant professor,142739
I-200-14072-116211,3/18/2014,3/24/2014,TN,68394,software engineer,142747
I-200-14058-498821,3/7/2014,3/13/2014,OH,60000,business analyst,142750
I-200-15043-904255,2/18/2015,2/24/2015,VA,73511.08,assistant professor,142754
I-200-12366-168020,12/31/2012,1/7/2013,PA,48400,assistant professor,142758
I-200-14199-773562,7/18/2014,7/21/2014,IL,90000,software engineer,142762
I-200-14287-422914,11/5/2014,11/12/2014,IL,67454,software engineer,142765
I-200-15068-786258,3/9/2015,3/13/2015,IL,65000,software engineer,142768
I-200-15037-525428,2/6/2015,2/13/2015,IL,60000,software engineer,142771
I-200-15047-513737,2/16/2015,2/22/2015,IL,60000,software engineer,142774
I-200-15060-366968,3/1/2015,3/5/2015,IL,60000,software engineer,142777
I-200-15081-547417,3/22/2015,3/26/2015,IL,60000,software engineer,142780
I-200-14311-986369,11/7/2014,11/14/2014,IL,56000,software engineer,142783
I-200-14111-499051,4/22/2014,4/28/2014,MO,53546,data analyst,142786
I-200-14057-942603,2/28/2014,3/6/2014,NC,50000,business analyst,142789
I-200-13309-291967,11/5/2013,11/12/2013,MO,48381,data analyst,142792
I-200-13067-361735,3/13/2013,3/19/2013,IN,48381,business analyst,142795
I-200-15071-651679,3/12/2015,3/18/2015,IL,59904,software engineer,142798
I-200-14188-313180,7/7/2014,7/11/2014,NY,88000,assistant professor,142801
I-200-14297-678021,10/24/2014,10/28/2014,IN,58500,assistant professor,142815
I-200-13204-353776,7/23/2013,9/23/2014,IA,70000,assistant professor,142819
I-200-13339-815056,12/5/2013,12/11/2013,CA,62400,business analyst,142822
I-200-14080-379442,3/21/2014,3/27/2014,CA,60320,business analyst,142825
I-200-14074-169211,3/15/2014,3/20/2014,CA,60000,business analyst,142828
I-200-14078-459353,3/21/2014,3/27/2014,CA,60000,business analyst,142831
I-200-14041-096062,2/10/2014,2/15/2014,CA,48360,business analyst,142834
A-14181-83599,6/30/2014,11/21/2014,NEW YORK,95000,assistant professor,142837
I-200-11116-575981,4/26/2011,7/7/2014,KY,53000,assistant professor,142841
I-200-14037-069192,2/9/2014,2/13/2014,OK,57712,assistant professor,142845
I-200-14216-758590,8/4/2014,8/8/2014,AR,100000,assistant professor,142848
I-200-13010-205487,1/10/2013,1/16/2013,MD,75000,assistant professor,142851
I-200-11307-095947,11/3/2011,11/9/2011,IL,50000,business analyst,142854
I-200-11311-018170,11/7/2011,11/15/2011,FL,48339,software engineer,142857
I-200-12305-439995,10/31/2012,11/6/2012,NC,81000,assistant professor,142860
I-200-14139-007253,6/4/2014,6/10/2014,IN,110000,assistant professor,142863
I-200-12297-565507,10/23/2012,10/29/2012,TN,74500,business analyst,142867
I-200-14150-595122,5/30/2014,6/5/2014,MO,55000,business analyst,142870
I-200-13115-531275,5/14/2013,5/20/2013,FL,63000,assistant professor,142874
I-200-13218-544599,9/6/2013,9/17/2013,NM,58500,assistant professor,142877
A-14220-96742,8/28/2014,1/15/2015,DELAWARE,85500,data analyst,142886
I-200-13212-700869,7/31/2013,7/31/2013,DE,59999,business analyst,142889
I-200-15070-787303,3/11/2015,3/18/2015,FL,72244.8,software engineer,142896
I-200-15036-969173,2/6/2015,2/17/2015,IN,48276.8,business analyst,142900
I-200-12356-442918,12/21/2012,12/28/2012,TX,110100,assistant professor,142903
I-200-13010-611143,1/10/2013,1/16/2013,PA,160000,assistant professor,142906
I-200-11094-676418,4/4/2011,6/13/2013,OH,73008,assistant professor,142909
A-14234-00669,9/3/2014,1/28/2015,GEORGIA,48620,assistant professor,142912
I-200-11308-690808,11/4/2011,11/10/2011,PA,68000,assistant professor,142915
I-200-15038-233797,2/7/2015,2/13/2015,FL,60000,business analyst,142918
I-200-14224-543383,8/12/2014,8/18/2014,AZ,85000,assistant professor,142921
I-200-14268-868224,9/25/2014,10/15/2014,KY,59904,software engineer,142925
I-200-15071-767537,3/12/2015,3/18/2015,KY,59904,software engineer,142928
I-200-14324-153155,11/20/2014,11/21/2014,IL,63840,software engineer,142934
I-200-15055-833979,2/24/2015,3/2/2015,KY,60000,software engineer,142937
I-200-15075-923337,3/16/2015,3/25/2015,NC,60000,business analyst,142940
I-200-14295-806304,10/22/2014,10/28/2014,IL,57300,software engineer,142943
A-13246-93437,9/3/2013,4/21/2015,FLORIDA,51913,business analyst,142946
I-200-14288-871511,10/16/2014,10/22/2014,FL,205000,assistant professor,142957
I-200-14294-144667,10/22/2014,10/28/2014,FL,145000,assistant professor,142960
I-200-14198-355746,7/17/2014,7/23/2014,FL,67733.28,assistant professor,142963
I-200-14211-241336,7/30/2014,8/5/2014,OH,85000,data scientist,142969
I-200-15068-004762,3/9/2015,3/13/2015,OH,60000,business analyst,142972
I-200-14132-009830,5/12/2014,5/19/2014,GA,48210,assistant professor,142979
I-200-14058-028517,2/27/2014,3/5/2014,MN,50000,data analyst,142982
I-200-13067-395309,3/8/2013,3/8/2013,KY,61000,business analyst,142985
I-200-12320-172523,11/15/2012,11/23/2012,KY,55000,business analyst,142988
I-200-13081-265462,3/22/2013,3/28/2013,KY,49000,business analyst,142991
I-200-13081-502741,3/22/2013,3/28/2013,KY,49000,business analyst,142994
I-200-12265-239675,9/27/2012,10/3/2012,MA,75000,assistant professor,142998
I-200-14048-590477,2/17/2014,2/21/2014,OK,49000,assistant professor,143002
I-200-11061-024015,3/2/2011,4/10/2013,TN,54270,software engineer,143008
I-200-13136-621017,5/23/2013,5/30/2013,OH,80184,assistant professor,143011
I-200-13102-756676,4/19/2013,4/25/2013,TX,50000,assistant professor,143014
I-200-14162-258200,6/11/2014,6/17/2014,MD,211620,assistant professor,143018
A-14196-88431,7/25/2014,12/30/2014,MARYLAND,205000,assistant professor,143021
I-200-14184-915099,7/3/2014,7/10/2014,MD,160000,assistant professor,143024
I-200-13232-666926,8/20/2013,4/29/2014,MD,137700,assistant professor,143027
I-200-14027-646306,1/27/2014,2/3/2014,MD,110000,assistant professor,143030
A-14126-66561,5/6/2014,10/22/2014,VIRGINIA,67500,assistant professor,143033
I-200-14003-753297,1/15/2014,1/22/2014,MD,65000,assistant professor,143036
I-203-13150-546383,5/30/2013,6/5/2013,WA,54000,assistant professor,143039
I-200-14021-723468,1/23/2014,1/30/2014,VA,74984,software engineer,143044
I-200-13151-886728,5/31/2013,6/6/2013,MI,65000,business analyst,143047
I-200-13073-412554,3/14/2013,3/20/2013,MI,61000,business analyst,143050
I-200-13029-975310,1/29/2013,2/4/2013,NY,60000,business analyst,143053
I-200-12141-366142,5/20/2012,3/18/2013,PA,54500,software engineer,143058
I-200-12138-233380,5/17/2012,3/18/2013,PA,54500,software engineer,143061
I-200-12138-839998,5/17/2012,4/16/2013,PA,54500,software engineer,143064
I-200-13135-459388,5/15/2013,5/21/2013,WA,115000,assistant professor,143095
I-200-13256-876390,9/13/2013,11/6/2014,NE,76000,assistant professor,143098
I-200-12279-951514,10/5/2012,10/12/2012,NY,70000,business analyst,143101
I-200-15079-522592,3/20/2015,3/26/2015,VA,55000,software engineer,143104
I-200-14078-865615,3/19/2014,3/25/2014,NJ,50000,business analyst,143107
I-200-12299-383700,10/25/2012,10/31/2012,OH,48131,assistant professor,143110
I-200-11119-622293,4/29/2011,11/25/2013,WY,54876,assistant professor,143114
A-14258-06791,9/29/2014,2/23/2015,MICHIGAN,48124,assistant professor,143118
I-200-14356-655064,12/22/2014,12/29/2014,NV,73000,assistant professor,143121
I-200-11283-314580,10/11/2011,10/17/2011,IL,73000,business analyst,143124
I-200-15069-935422,3/12/2015,3/18/2015,TX,65000,software engineer,143127
I-200-13079-068430,3/21/2013,3/27/2013,NY,64800,business analyst,143130
I-200-13135-424239,5/16/2013,5/22/2013,MS,60100,business analyst,143133
I-200-15079-237357,3/20/2015,3/26/2015,TX,60000,software engineer,143136
I-200-15065-529389,3/6/2015,3/12/2015,TX,60000,data analyst,143139
I-200-13073-072763,3/20/2013,3/26/2013,NY,60000,business analyst,143142
I-200-15069-710577,3/10/2015,3/19/2015,TX,54000,software engineer,143145
I-200-15069-998747,3/10/2015,3/19/2015,TX,54000,software engineer,143148
I-200-15075-633635,3/16/2015,3/20/2015,TX,54000,software engineer,143151
A-14162-77366,7/3/2014,12/1/2014,LOUISIANA,54000,assistant professor,143154
I-200-15036-376052,2/5/2015,2/11/2015,TX,52894,business analyst,143157
I-200-11286-487939,10/13/2011,10/18/2011,FL,48500,business analyst,143161
I-200-14329-370736,11/25/2014,12/2/2014,TX,48110,software engineer,143164
I-200-15061-541335,3/2/2015,3/6/2015,TX,48110,business analyst,143167
I-200-15062-765437,3/3/2015,3/9/2015,TX,48110,business analyst,143170
I-200-15062-958667,3/3/2015,3/9/2015,TX,48110,business analyst,143173
I-200-15082-224932,3/23/2015,3/27/2015,TX,48110,business analyst,143176
I-200-11272-587663,9/29/2011,10/5/2011,FL,48110,business analyst,143179
I-200-13030-399063,1/30/2013,2/5/2013,IN,49000,assistant professor,143184
I-200-14211-681820,7/30/2014,8/5/2014,TX,72000,data analyst,143187
I-200-15028-673353,1/28/2015,2/3/2015,IA,58800,assistant professor,143190
A-14314-24102,12/10/2014,6/29/2015,OHIO,86004,assistant professor,143194
I-200-12354-931468,12/19/2012,12/26/2012,GA,72000,assistant professor,143197
I-200-13175-822312,6/25/2013,7/1/2013,OH,60000,assistant professor,143200
I-200-13036-966928,2/6/2013,2/12/2013,PA,89883,assistant professor,143206
I-200-13165-484389,6/14/2013,2/13/2015,PA,72000,data analyst,143209
I-200-15047-098420,2/16/2015,2/22/2015,WI,60000,business analyst,143212
I-200-13072-713232,3/13/2013,3/19/2013,FL,48100,business analyst,143215
I-200-14056-149118,2/27/2014,3/5/2014,AL,70000,assistant professor,143218
I-200-14128-488863,5/8/2014,5/14/2014,IA,60000,assistant professor,143233
I-200-11080-495598,3/21/2011,7/25/2013,NC,140000,assistant professor,143237
I-200-13099-505349,4/12/2013,4/18/2013,PA,68000,assistant professor,143240
I-200-14273-493373,10/1/2014,10/7/2014,NY,100000,software engineer,143243
I-200-14272-215994,9/29/2014,10/3/2014,NY,80424,business analyst,143246
I-200-14301-755634,10/28/2014,11/3/2014,NJ,75012,software engineer,143249
I-200-15057-540901,2/26/2015,3/4/2015,NJ,74364,software engineer,143252
I-200-15057-575025,2/26/2015,3/4/2015,NJ,73008,software engineer,143255
I-200-15051-385077,2/20/2015,2/26/2015,NJ,72036,software engineer,143258
I-200-15015-345606,1/15/2015,1/22/2015,NY,71616,software engineer,143261
I-200-15047-157912,2/16/2015,2/22/2015,NY,70668,business analyst,143264
I-200-15066-304543,3/7/2015,3/12/2015,NY,69744,software engineer,143267
I-200-15047-564573,2/16/2015,2/22/2015,NY,69204,software engineer,143270
I-200-15027-253520,1/27/2015,2/2/2015,NY,69084,software engineer,143273
I-200-15054-112257,2/23/2015,2/27/2015,NY,68928,software engineer,143276
I-200-15069-844154,3/10/2015,3/16/2015,NY,68724,software engineer,143279
I-200-15057-096059,3/2/2015,3/6/2015,NJ,68400,business analyst,143282
I-200-15051-197352,2/20/2015,2/26/2015,NJ,67644,software engineer,143285
I-200-14302-660901,10/29/2014,11/4/2014,NJ,66912,software engineer,143288
I-200-15057-003630,2/26/2015,3/4/2015,NJ,66408,business analyst,143291
I-200-15069-026029,3/10/2015,3/16/2015,NJ,66120,software engineer,143294
I-200-15002-524014,1/2/2015,1/8/2015,NY,64610,software engineer,143297
I-200-15049-230034,2/24/2015,3/2/2015,NJ,62837,business analyst,143300
I-200-15069-140606,3/10/2015,3/16/2015,NY,62400,software engineer,143303
I-200-15067-847166,3/8/2015,3/12/2015,NY,60000,software engineer,143306
I-200-15077-772188,3/18/2015,3/27/2015,NY,60000,business analyst,143309
I-200-14209-817045,7/28/2014,8/1/2014,TX,55008,data analyst,143312
I-200-15040-994975,2/9/2015,2/14/2015,NY,55000,data analyst,143315
I-200-14126-917908,5/14/2014,5/20/2014,NC,55000,business analyst,143318
I-200-15069-983534,3/10/2015,3/16/2015,NY,52000,business analyst,143321
I-200-15076-036145,3/17/2015,3/23/2015,NJ,50000,software engineer,143324
I-200-15062-349336,3/3/2015,3/9/2015,NY,50000,data analyst,143327
I-200-15026-632908,1/26/2015,2/2/2015,VA,50000,assistant professor,143330
I-200-15065-805893,3/6/2015,3/12/2015,NY,48048,data analyst,143333
I-200-15049-002336,2/24/2015,3/2/2015,NJ,48048,business analyst,143336
I-200-15064-014630,3/10/2015,3/16/2015,NJ,48048,business analyst,143339
I-200-15075-729546,3/17/2015,3/23/2015,NY,48048,business analyst,143342
I-200-15077-766214,3/19/2015,3/25/2015,NY,48048,business analyst,143345
I-200-13353-208776,2/4/2014,2/10/2014,OH,48048,business analyst,143348
I-200-14211-194665,8/1/2014,8/7/2014,NY,48048,business analyst,143351
I-200-11271-684192,9/28/2011,10/4/2011,WA,69999.96,assistant professor,143358
I-200-15078-979193,3/19/2015,3/25/2015,CA,48027.2,business analyst,143362
I-200-15070-078689,3/11/2015,3/20/2015,CA,48027.2,business analyst,143365
I-200-14045-223339,2/14/2014,2/21/2014,AR,51000,assistant professor,143368
I-200-13156-532512,6/5/2013,1/20/2015,PA,70000,assistant professor,143371
I-200-14212-988923,8/6/2014,8/12/2014,TX,55000,assistant professor,143374
I-200-13142-202082,5/23/2013,5/28/2013,CO,136636,assistant professor,143377
A-14106-61042,5/1/2014,10/9/2014,CALIFORNIA,65000,assistant professor,143381
I-200-15069-394191,3/10/2015,3/16/2015,NJ,48100,data analyst,143404
I-200-13249-368252,9/6/2013,9/12/2013,PA,101000,assistant professor,143408
I-200-14350-598762,12/16/2014,12/22/2014,NM,71000,assistant professor,143411
I-200-14260-548471,9/17/2014,9/23/2014,PA,56000,assistant professor,143414
I-200-13077-042843,3/18/2013,3/22/2013,CA,48000,software engineer,143426
A-14080-54846,5/20/2014,10/6/2014,OREGON,47992,data analyst,143432
I-200-13051-624573,2/20/2013,2/26/2013,NC,61000,business analyst,143436
I-200-14066-976071,3/7/2014,3/13/2014,NY,60000,business analyst,143439
I-200-14078-842988,3/21/2014,3/27/2014,MA,50000,software engineer,143442
I-200-13049-784200,2/19/2013,2/25/2013,NC,79040,management consultant,143445
I-200-14288-371578,10/15/2014,10/21/2014,VA,56000,assistant professor,143448
A-14097-58459,6/5/2014,10/29/2014,NORTH CAROLINA,78000,assistant professor,143451
I-200-14232-927787,8/21/2014,8/27/2014,WA,63648,assistant professor,143454
I-200-13050-850600,2/19/2013,2/25/2013,IL,117450,assistant professor,143459
I-200-11321-810058,11/17/2011,11/23/2011,AL,61500,assistant professor,143462
I-200-13079-837204,3/20/2013,3/26/2013,OH,63900,business analyst,143465
I-200-13073-941296,3/14/2013,3/20/2013,LA,58000,software engineer,143468
I-200-14309-786625,11/5/2014,11/12/2014,AL,49496,assistant professor,143474
I-200-15019-038001,2/6/2015,2/13/2015,NY,47950,assistant professor,143477
I-200-13074-046319,3/15/2013,3/21/2013,NC,47944,business analyst,143480
I-200-13084-734614,3/28/2013,4/3/2013,CA,71000,assistant professor,143483
I-200-15080-785354,3/21/2015,3/26/2015,OH,65000,data analyst,143491
I-200-14072-191425,3/13/2014,3/19/2014,MA,60000,business analyst,143494
I-200-11088-849245,3/29/2011,7/22/2014,AL,49650,software engineer,143497
I-200-15070-284952,3/11/2015,3/20/2015,OH,47923,business analyst,143500
I-200-12276-880075,10/5/2012,10/12/2012,CA,55286.4,business analyst,143513
I-200-13065-276616,3/13/2013,3/19/2013,CA,58000,business analyst,143516
I-200-13003-956708,1/3/2013,1/7/2013,NC,50340,software engineer,143519
I-200-13168-793088,6/17/2013,6/21/2013,OR,50000,business analyst,143522
I-200-13002-615985,1/2/2013,1/8/2013,TX,115000,assistant professor,143525
I-200-13137-877597,5/17/2013,6/5/2013,TX,115000,assistant professor,143528
I-200-14167-837346,6/16/2014,6/20/2014,IN,93000,assistant professor,143531
I-200-13182-252431,7/1/2013,7/1/2013,IN,90000,assistant professor,143534
I-200-11220-667258,8/8/2011,10/18/2012,CA,65000,assistant professor,143537
I-200-13203-277774,7/22/2013,7/26/2013,KY,94000,assistant professor,143540
I-200-15070-712710,3/11/2015,3/20/2015,IL,77000,software engineer,143546
I-200-14113-190042,4/23/2014,4/29/2014,PA,60000,data analyst,143549
I-200-13137-171953,5/17/2013,5/23/2013,MI,60000,business analyst,143552
I-200-09271-515719,9/28/2009,10/8/2012,WV,50000,software engineer,143555
I-200-09301-282970,10/28/2009,10/8/2012,WV,50000,software engineer,143558
I-200-14251-466667,9/9/2014,9/15/2014,MA,49000,data analyst,143561
I-200-10090-281506,3/31/2010,10/8/2012,WV,48000,software engineer,143564
I-200-10107-320530,4/17/2010,10/8/2012,WV,48000,software engineer,143567
I-200-12306-256770,11/1/2012,11/7/2012,NY,259999,assistant professor,143571
I-200-14091-398300,4/1/2014,4/7/2014,GA,80000,business analyst,143574
I-200-13190-882509,7/26/2013,8/1/2013,TX,74500,software engineer,143577
I-200-14066-670391,3/10/2014,3/17/2014,TX,65000,software engineer,143580
I-200-13337-892173,12/3/2013,12/9/2013,GA,65000,business analyst,143583
I-200-14140-954602,5/20/2014,5/27/2014,GA,65000,business analyst,143586
I-200-14076-010679,3/17/2014,3/21/2014,GA,61000,business analyst,143589
I-200-14064-296190,3/5/2014,3/11/2014,TX,60000,software engineer,143592
I-200-14093-668386,4/3/2014,4/9/2014,TX,60000,software engineer,143595
I-200-14023-903444,1/23/2014,1/30/2014,GA,60000,business analyst,143598
I-200-14054-244554,2/23/2014,2/27/2014,GA,60000,business analyst,143601
I-200-14054-471584,2/23/2014,2/27/2014,GA,60000,business analyst,143604
I-200-14078-234397,3/19/2014,3/25/2014,GA,60000,business analyst,143607
I-200-14079-509479,3/20/2014,3/26/2014,GA,60000,business analyst,143610
I-200-14080-240257,3/21/2014,3/27/2014,GA,60000,business analyst,143613
I-200-14080-737399,3/21/2014,3/27/2014,GA,60000,business analyst,143616
I-200-14091-880126,4/1/2014,4/7/2014,GA,60000,business analyst,143619
I-200-13226-760586,8/15/2013,8/21/2013,GA,60000,business analyst,143622
I-200-13336-869682,12/2/2013,12/6/2013,TX,58600,software engineer,143625
I-200-14070-078130,3/11/2014,3/17/2014,GA,55000,business analyst,143628
I-200-14071-064064,3/12/2014,3/18/2014,GA,50000,business analyst,143631
