CASE_NUMBER,CASE_RECEIVED_DATE,DECISION_DATE,WORK_STATE,PAID_WAGE_PER_YEAR,JOB_TITLE_SUBGROUP,order,
I-200-13077-213996,3/18/2013,3/22/2013,NY,60008,business analyst,116370,0
I-200-14009-690037,1/9/2014,1/10/2014,ID,26095.68,assistant professor,116379,0
I-200-13172-087694,6/24/2013,6/28/2013,NY,80000,business analyst,116385,0
I-200-13073-408199,3/14/2013,3/20/2013,NY,75000,business analyst,116394,0
I-200-13015-671720,1/15/2013,1/22/2013,NY,70000,business analyst,116403,0
I-200-14077-446569,3/18/2014,3/24/2014,NH,68000,software engineer,116409,0
I-200-13070-865784,3/11/2013,3/15/2013,NY,65000,software engineer,116418,0
I-200-13103-819559,4/13/2013,4/18/2013,NY,65000,business analyst,116427,0
I-200-13076-625339,3/18/2013,3/22/2013,NY,63000,business analyst,116433,0
I-200-13063-043094,5/23/2013,5/30/2013,NY,62000,business analyst,116442,0
I-200-13048-193334,2/17/2013,2/22/2013,NY,61000,business analyst,116451,0
I-200-13073-294487,3/14/2013,3/20/2013,NJ,61000,business analyst,116457,0
I-200-13092-849489,4/2/2013,4/8/2013,NJ,61000,business analyst,116466,0
I-200-12271-987661,9/27/2012,10/3/2012,NJ,60000,software engineer,116475,0
I-200-12269-891120,9/25/2012,10/2/2012,NY,60000,business analyst,116481,0
I-200-13002-143823,1/2/2013,1/8/2013,NY,60000,business analyst,116490,0
I-200-13060-613281,3/1/2013,3/7/2013,NJ,60000,business analyst,116499,0
I-200-13070-371183,3/11/2013,3/15/2013,NY,60000,business analyst,116505,0
I-200-13079-596517,3/20/2013,3/26/2013,NJ,60000,business analyst,116514,0
I-200-13049-550151,2/18/2013,5/8/2013,NJ,60000,business analyst,116523,0
I-200-13172-801833,6/21/2013,8/7/2013,NJ,60000,business analyst,116529,0
I-200-13081-736211,3/22/2013,3/27/2013,NY,59550,business analyst,116538,0
I-200-13158-807330,6/7/2013,6/13/2013,NJ,59550,business analyst,116547,0
I-200-15051-395639,2/21/2015,2/26/2015,UT,105000,data scientist,116553,0
I-200-12132-367105,5/11/2012,2/11/2014,MI,65000,software engineer,116562,0
I-200-11306-549308,11/2/2011,11/8/2011,MI,62338,software engineer,116571,0
I-200-12081-768102,3/21/2012,9/27/2013,MI,60000,software engineer,116577,0
I-200-14052-291151,3/10/2014,3/10/2014,NY,60000,data scientist,116586,0
I-200-11316-193790,11/16/2011,11/22/2011,MI,59530,software engineer,116595,0
I-200-15075-897058,3/16/2015,3/25/2015,MI,61501,assistant professor,116601,0
I-200-11326-377514,11/22/2011,11/29/2011,MA,67700,business analyst,116610,0
I-200-11229-500550,8/17/2011,10/7/2011,MA,60320,business analyst,116619,0
A-14288-15957,10/31/2014,4/16/2015,WASHINGTON,59500,assistant professor,116626,0
I-200-13176-462328,6/25/2013,7/1/2013,AZ,72000,software engineer,116635,0
I-200-12345-580939,12/10/2012,12/14/2012,AZ,65000,software engineer,116644,0
I-200-11298-074904,10/25/2011,12/27/2013,MI,65000,business analyst,116650,0
I-200-12275-041547,10/1/2012,2/26/2014,AZ,60000,software engineer,116659,0
I-200-12320-931931,11/15/2012,11/23/2012,AZ,60000,software engineer,116668,0
I-200-13058-220158,2/28/2013,3/15/2013,AZ,60000,software engineer,116674,0
I-200-13074-600866,3/15/2013,3/21/2013,AZ,60000,software engineer,116683,0
I-200-13079-464619,3/20/2013,3/26/2013,AZ,60000,software engineer,116692,0
I-200-13082-134824,3/23/2013,3/28/2013,AZ,60000,software engineer,116698,0
I-200-13100-976733,4/10/2013,4/16/2013,AZ,60000,software engineer,116707,0
I-200-11101-619215,11/8/2011,11/15/2011,MI,60000,software engineer,116716,0
I-200-13079-580536,3/20/2013,3/26/2013,AZ,59500,software engineer,116722,0
I-200-12049-924940,2/18/2012,2/17/2015,MI,59488,data analyst,116731,0
I-200-14210-746355,8/4/2014,8/8/2014,PA,59486.92,assistant professor,116740,0
I-200-14113-129241,4/30/2014,5/6/2014,WI,260000,assistant professor,116746,0
A-14196-88604,8/13/2014,1/5/2015,WISCONSIN,165000,assistant professor,116755,0
I-200-14266-889633,9/23/2014,9/29/2014,NY,120000,assistant professor,116764,0
I-200-14125-233014,5/5/2014,5/9/2014,FL,75000,software engineer,116770,0
I-200-15076-322337,3/17/2015,3/23/2015,CA,66000,software engineer,116779,0
I-200-15050-997136,2/19/2015,2/26/2015,AR,64979,software engineer,116788,0
I-203-14289-881232,10/16/2014,10/22/2014,CA,63000,business analyst,116794,0
I-200-14225-374300,8/13/2014,8/19/2014,FL,60000,software engineer,116803,0
I-200-15064-029894,3/5/2015,3/11/2015,AR,59467,software engineer,116812,0
I-200-13116-244777,4/26/2013,8/5/2013,CA,132000,assistant professor,116818,0
I-200-13099-391535,4/17/2013,4/23/2013,CA,87431.32,software engineer,116829,0
I-200-13136-017022,5/16/2013,5/22/2013,IL,65000,business analyst,116838,0
I-200-14060-063179,3/1/2014,3/13/2014,FL,60000,software engineer,116844,0
I-200-11336-223904,2/7/2012,1/21/2013,VT,59437,assistant professor,116853,0
I-200-13087-576644,3/28/2013,5/29/2014,NC,70000,software engineer,116864,0
I-200-14098-882522,4/10/2014,4/16/2014,TX,60000,data analyst,116870,0
I-200-14070-213094,3/11/2014,3/17/2014,IL,69504.4,business analyst,116879,0
I-200-14125-062600,5/5/2014,5/9/2014,IL,60000,business analyst,116888,0
I-200-14238-136707,9/18/2014,10/24/2014,OH,74243.52,assistant professor,116894,0
I-203-14021-238664,1/21/2014,1/27/2014,NM,68000,assistant professor,116903,0
I-200-12311-019608,11/15/2012,11/20/2012,NY,84000,management consultant,116912,0
I-200-15063-648266,3/4/2015,3/10/2015,MN,80000,data analyst,116918,0
I-200-13063-104375,3/5/2013,3/11/2013,NY,77500,business analyst,116927,0
I-200-13065-246973,3/13/2013,9/9/2014,NY,72000,business analyst,116936,0
I-200-13149-379993,5/30/2013,6/5/2013,NY,70000,business analyst,116942,0
I-200-15082-969500,3/23/2015,3/27/2015,MN,66000,business analyst,116951,0
I-200-13084-393548,3/25/2013,3/29/2013,NY,63000,business analyst,116960,0
I-200-13133-499171,5/13/2013,5/17/2013,NJ,62400,business analyst,116966,0
I-200-13067-922760,3/15/2013,3/21/2013,NJ,61000,business analyst,116975,0
I-200-13175-022770,6/24/2013,6/28/2013,NJ,60904,business analyst,116984,0
I-200-13031-025056,1/31/2013,2/6/2013,NY,60320,business analyst,116990,0
I-200-14253-081340,9/10/2014,9/16/2014,MN,60000,data analyst,116999,0
I-200-15070-857568,3/12/2015,3/18/2015,MN,60000,business analyst,117008,0
I-200-14184-036044,7/3/2014,7/10/2014,MN,60000,business analyst,117014,0
I-200-12293-062655,10/19/2012,10/25/2012,NJ,60000,business analyst,117023,0
I-200-13060-607153,3/1/2013,3/7/2013,NY,60000,business analyst,117032,0
I-200-13070-752463,3/11/2013,3/15/2013,NJ,60000,business analyst,117038,0
I-200-13073-382950,3/19/2013,3/25/2013,NY,60000,business analyst,117047,0
I-200-13081-653515,3/22/2013,3/28/2013,NJ,60000,business analyst,117056,0
I-200-13085-755071,3/26/2013,4/1/2013,NY,60000,business analyst,117062,0
I-200-13141-546271,5/21/2013,5/28/2013,NY,60000,business analyst,117071,0
I-200-13074-229976,3/15/2013,3/21/2013,NY,59384,management consultant,117080,0
I-200-13073-868395,3/15/2013,3/21/2013,NY,59384,business analyst,117086,0
I-200-13058-917660,2/28/2013,3/6/2013,NY,59384,business analyst,117095,0
I-200-14188-027223,7/7/2014,7/11/2014,MN,59384,business analyst,117104,0
I-200-13060-369297,3/1/2013,3/7/2013,NY,59384,business analyst,117110,0
I-200-13094-275923,4/4/2013,4/10/2013,NY,59384,business analyst,117119,0
I-200-13119-984865,4/30/2013,5/6/2013,NY,75000,assistant professor,117128,0
I-200-15066-953343,3/7/2015,3/12/2015,NY,75360,business analyst,117134,0
I-200-14078-823345,3/20/2014,3/26/2014,UT,60000,business analyst,117143,0
I-200-13189-233220,7/8/2013,7/12/2013,PA,79848,assistant professor,117152,0
I-200-13078-965886,3/19/2013,3/20/2013,OH,89440,software engineer,117158,0
I-200-14263-475928,9/20/2014,9/25/2014,KY,73000,software engineer,117169,0
I-200-12326-816912,11/21/2012,5/17/2013,OH,65000,software engineer,117178,0
I-200-15017-873414,1/17/2015,1/23/2015,KY,60000,software engineer,117184,0
I-200-15061-644890,3/2/2015,3/6/2015,KY,60000,software engineer,117193,0
I-200-12283-098894,10/9/2012,10/15/2012,OH,60000,software engineer,117202,0
I-200-13074-763233,3/15/2013,3/21/2013,OH,60000,software engineer,117208,0
I-200-13077-626203,3/18/2013,3/22/2013,OH,60000,software engineer,117217,0
I-200-13174-127397,6/23/2013,6/27/2013,OH,60000,software engineer,117226,0
I-200-12320-228152,11/15/2012,11/23/2012,OH,59342,software engineer,117232,0
I-200-13177-892400,6/26/2013,7/2/2013,IN,72500,assistant professor,117241,0
I-200-15077-739589,3/19/2015,3/25/2015,NE,60000,software engineer,117251,0
I-200-11322-060835,11/18/2011,11/28/2011,MA,59322,software engineer,117257,0
A-14156-75418,6/10/2014,11/14/2014,MASSACHUSETTS,65990,assistant professor,117268,0
I-200-13051-068027,2/25/2013,3/1/2013,CA,80000,data analyst,117282,0
I-200-12341-851012,12/6/2012,12/12/2012,MD,70000,software engineer,117288,0
I-200-13035-100848,2/4/2013,2/8/2013,MD,65000,software engineer,117297,0
I-200-13079-472392,3/20/2013,3/26/2013,MD,65000,software engineer,117306,0
I-200-13261-841108,9/18/2013,9/27/2013,MA,65000,business analyst,117312,0
I-200-13075-328229,3/16/2013,3/21/2013,MD,60000,software engineer,117321,0
I-200-13082-713206,3/31/2013,5/1/2013,MD,60000,software engineer,117330,0
I-200-13120-911247,4/30/2013,5/6/2013,MD,60000,software engineer,117336,0
I-200-13168-254477,6/17/2013,6/21/2013,MD,60000,software engineer,117345,0
I-200-13003-729602,1/3/2013,1/9/2013,MO,62200,software engineer,117354,0
I-200-14251-681365,9/8/2014,9/12/2014,PA,80000,software engineer,117360,0
I-200-15076-142696,3/17/2015,3/23/2015,PA,71000,software engineer,117369,0
I-200-14232-503399,8/22/2014,8/28/2014,PA,67600,business analyst,117378,0
I-200-14337-691507,12/3/2014,12/9/2014,PA,65000,business analyst,117384,0
I-200-15061-507827,3/2/2015,3/6/2015,PA,63000,business analyst,117393,0
I-200-11313-288355,11/9/2011,11/16/2011,KY,60000,software engineer,117402,0
I-200-14329-259458,11/25/2014,12/2/2014,PA,60000,business analyst,117408,0
I-200-15072-924298,3/13/2015,3/23/2015,PA,60000,business analyst,117417,0
I-200-15082-400852,3/23/2015,3/27/2015,PA,60000,business analyst,117426,0
I-200-14331-175405,11/27/2014,12/3/2014,PA,59280,business analyst,117432,0
I-200-15078-055465,3/19/2015,3/30/2015,PA,59280,business analyst,117441,0
I-200-11108-729325,4/18/2011,5/30/2013,CA,59259.2,software engineer,117453,0
I-200-13178-811491,6/27/2013,7/3/2013,IL,100000,business analyst,117459,0
I-200-11318-869638,11/14/2011,11/18/2011,CA,80000,software engineer,117468,0
I-200-15070-463345,3/11/2015,3/18/2015,CA,70704,business analyst,117477,0
I-200-12338-208714,12/4/2012,12/10/2012,IL,70000,business analyst,117483,0
I-200-13051-342126,2/21/2013,2/27/2013,IL,65000,data analyst,117492,0
I-200-12289-887439,10/15/2012,10/19/2012,IL,62000,business analyst,117501,0
I-200-14236-960223,8/25/2014,8/29/2014,CA,60000,software engineer,117507,0
I-200-12348-002203,12/13/2012,12/19/2012,IL,60000,business analyst,117516,0
I-200-15066-226796,3/7/2015,3/12/2015,CA,59700,software engineer,117525,0
I-200-11125-419724,5/5/2011,11/28/2011,CA,59259,software engineer,117531,0
I-200-15076-060758,3/19/2015,3/25/2015,NY,59250,assistant professor,117540,0
I-200-14045-153977,2/14/2014,2/21/2014,CO,124520,business analyst,117549,0
I-200-14134-302350,5/14/2014,5/20/2014,KS,70000,software engineer,117555,0
I-200-11285-888044,10/12/2011,10/18/2011,NY,65000,software engineer,117564,0
I-200-14066-658479,3/14/2014,3/20/2014,CO,60000,software engineer,117573,0
I-200-14317-881938,11/13/2014,11/19/2014,VA,60000,business analyst,117579,0
I-200-15077-964854,3/18/2015,3/24/2015,VA,60000,business analyst,117588,0
I-200-13248-833917,9/5/2013,9/11/2013,CO,60000,business analyst,117597,0
I-200-14072-535482,3/14/2014,6/30/2014,MN,59238,data analyst,117604,0
I-200-14076-639861,3/17/2014,3/25/2014,FL,65000,software engineer,117613,0
I-200-13079-367645,3/20/2013,3/26/2013,NH,60000,business analyst,117622,0
I-200-13100-631192,4/16/2013,4/22/2013,IL,60000,software engineer,117633,0
I-200-15083-999924,3/24/2015,3/30/2015,NE,65000,business analyst,117642,0
I-200-14121-817483,5/1/2014,5/7/2014,NY,60000,business analyst,117651,0
I-200-13155-428048,6/6/2013,6/12/2013,DE,77700,data analyst,117657,0
I-200-13196-018367,7/15/2013,7/19/2013,SC,74000,assistant professor,117666,0
I-200-14038-735754,2/19/2014,2/25/2014,PA,65000,software engineer,117680,0
I-200-11284-430180,10/11/2011,10/17/2011,AZ,60000,software engineer,117686,0
I-200-13017-049580,1/17/2013,1/24/2013,WA,59176,business analyst,117695,0
I-200-14231-939294,8/19/2014,8/25/2014,SC,59160,assistant professor,117704,0
I-200-14007-641322,1/7/2014,1/13/2014,SC,62620,assistant professor,117710,0
I-200-11291-568577,10/18/2011,4/3/2013,NY,59134,software engineer,117719,0
I-200-13133-517371,5/13/2013,5/17/2013,KS,86000,software engineer,117730,0
I-200-13133-430026,5/13/2013,5/17/2013,MO,80000,software engineer,117736,0
I-200-13130-309890,5/10/2013,5/16/2013,MO,78000,software engineer,117746,0
I-200-13063-611482,3/4/2013,3/8/2013,MO,77000,software engineer,117755,0
I-200-12320-694644,11/15/2012,11/19/2012,MO,76000,software engineer,117761,0
I-200-13063-177877,3/4/2013,1/27/2015,MO,75000,software engineer,117770,0
I-200-13063-251463,3/4/2013,3/8/2013,MO,75000,software engineer,117779,0
I-200-13150-410736,5/30/2013,6/5/2013,MO,75000,software engineer,117785,0
I-200-13065-189086,3/6/2013,5/14/2013,MO,74000,software engineer,117794,0
I-200-13064-063823,3/5/2013,3/11/2013,MO,72000,software engineer,117803,0
I-200-13065-714845,3/6/2013,3/12/2013,MO,71000,software engineer,117809,0
I-200-12339-473355,12/4/2012,11/6/2014,MO,70000,software engineer,117818,0
I-200-13063-086387,3/4/2013,3/8/2013,MO,70000,software engineer,117827,0
I-200-13065-967039,3/6/2013,3/12/2013,MO,70000,software engineer,117833,0
I-200-12342-961922,12/7/2012,11/10/2014,MO,68000,software engineer,117842,0
I-200-13066-383294,3/7/2013,3/13/2013,MO,68000,software engineer,117851,0
I-200-13064-896753,3/5/2013,8/29/2014,MO,67000,software engineer,117858,0
I-200-13170-046964,6/19/2013,5/12/2014,MO,66500,software engineer,117867,0
I-200-13063-138910,3/4/2013,9/4/2013,MO,66000,software engineer,117876,0
I-200-13065-784260,3/6/2013,12/16/2013,MO,65000,software engineer,117882,0
I-200-13065-526134,3/6/2013,3/12/2013,MO,65000,software engineer,117891,0
I-200-13063-368055,3/4/2013,3/8/2013,MO,64000,software engineer,117900,0
I-200-13066-955965,3/7/2013,12/8/2014,MO,63000,software engineer,117906,0
I-200-11291-288016,10/18/2011,10/24/2011,MA,62100,business analyst,117915,0
I-200-13063-947415,3/4/2013,3/8/2013,MO,62000,software engineer,117924,0
I-200-13064-335825,3/5/2013,3/11/2013,MO,62000,software engineer,117930,0
I-200-13066-781773,3/7/2013,3/13/2013,MO,62000,software engineer,117939,0
I-200-13081-262991,3/22/2013,3/28/2013,KS,62000,software engineer,117948,0
I-200-13064-881162,3/5/2013,3/4/2015,MO,61000,software engineer,117954,0
I-200-13063-541440,3/4/2013,3/8/2013,MO,61000,software engineer,117963,0
I-200-13065-181986,3/6/2013,3/12/2013,MO,61000,software engineer,117972,0
I-200-13065-804157,3/6/2013,3/12/2013,MO,61000,software engineer,117978,0
I-200-13066-403071,3/7/2013,3/13/2013,MO,61000,software engineer,117987,0
I-200-13064-876465,3/5/2013,11/17/2014,MO,60000,software engineer,117996,0
I-200-13064-137177,3/5/2013,2/21/2014,MO,60000,software engineer,118002,0
I-200-13063-112542,3/4/2013,3/8/2013,MO,60000,software engineer,118011,0
I-200-13064-295816,3/5/2013,3/11/2013,MO,60000,software engineer,118020,0
I-200-13064-472092,3/5/2013,3/11/2013,MO,60000,software engineer,118026,0
I-200-13065-188763,3/6/2013,3/12/2013,MO,60000,software engineer,118035,0
I-200-13066-689929,3/7/2013,3/13/2013,MO,60000,software engineer,118044,0
I-200-13066-990166,3/7/2013,3/13/2013,MO,60000,software engineer,118050,0
I-200-13074-248261,3/15/2013,3/21/2013,KS,60000,software engineer,118059,0
I-200-13066-411543,3/15/2013,3/21/2013,KS,59114,software engineer,118070,0
I-200-15008-036959,1/8/2015,1/14/2015,PA,76000,assistant professor,118080,0
I-200-14067-510870,3/14/2014,3/20/2014,MO,68000,software engineer,118090,0
I-200-13156-895749,6/5/2013,6/11/2013,FL,60000,business analyst,118099,0
I-200-13114-351392,4/25/2013,5/1/2013,FL,143520,management consultant,118105,0
I-200-13107-389602,4/25/2013,5/1/2013,CA,59080,assistant professor,118114,0
I-200-13052-595056,2/21/2013,2/27/2013,AR,59072,software engineer,118124,0
I-200-12283-746113,10/9/2012,10/15/2012,IN,120000,assistant professor,118132,0
I-200-15064-399988,3/10/2015,3/19/2015,NY,59060,assistant professor,118141,0
I-200-15061-450003,3/2/2015,3/6/2015,CA,75684,software engineer,118161,0
I-200-14077-870448,3/19/2014,3/25/2014,NY,70000,software engineer,118167,0
I-200-14134-273658,5/14/2014,5/20/2014,NY,65000,software engineer,118176,0
I-200-14002-967604,1/2/2014,1/8/2014,NY,60000,software engineer,118185,0
I-200-13081-932766,3/22/2013,12/13/2013,WI,95000,assistant professor,118191,0
I-200-11251-832411,9/15/2011,10/20/2011,FL,80000,business analyst,118200,0
I-200-14315-146794,11/11/2014,11/17/2014,PA,61838,software engineer,118209,0
I-200-13308-879573,11/4/2013,11/8/2013,MO,60000,software engineer,118215,0
I-200-14097-002645,4/7/2014,4/11/2014,KS,59030,business analyst,118224,0
I-200-13082-033037,3/23/2013,3/28/2013,ME,76690,software engineer,118240,0
I-200-13085-072624,3/26/2013,4/1/2013,NM,70000,software engineer,118246,0
I-200-14353-719825,12/19/2014,12/26/2014,NC,60000,business analyst,118255,0
I-200-12137-346684,5/18/2012,3/25/2014,CT,59010,business analyst,118264,0
I-200-15049-325528,2/18/2015,2/26/2015,CA,61000,software engineer,118270,0
I-200-11289-532851,10/16/2011,10/20/2011,OH,60000,business analyst,118280,0
I-200-14190-833637,9/10/2014,9/16/2014,FL,80000,assistant professor,118289,0
I-200-13316-684145,11/13/2013,11/19/2013,MA,82000,business analyst,118295,0
I-200-14050-019016,2/21/2014,2/27/2014,MA,70000,software engineer,118304,0
I-200-13318-348682,11/14/2013,11/20/2013,MA,68500,business analyst,118313,0
I-200-14035-051176,2/4/2014,2/10/2014,VA,65000,data analyst,118319,0
I-200-14071-173726,3/12/2014,3/18/2014,MA,65000,business analyst,118328,0
I-200-14072-732806,3/13/2014,3/19/2014,MA,64480,business analyst,118337,0
I-200-14022-521957,1/22/2014,1/29/2014,MA,64158,business analyst,118343,0
I-200-13339-890073,12/5/2013,12/11/2013,MA,62000,business analyst,118352,0
I-200-14070-047000,3/21/2014,3/27/2014,MA,60000,software engineer,118361,0
I-200-12074-321200,9/30/2013,10/22/2013,MA,60000,business analyst,118367,0
I-200-14042-478922,2/22/2014,2/28/2014,MA,60000,business analyst,118376,0
I-200-14085-117619,3/26/2014,3/27/2014,MA,60000,business analyst,118385,0
I-200-13053-938361,2/22/2013,2/28/2013,NY,60000,business analyst,118391,0
I-200-13072-575747,3/13/2013,3/19/2013,CT,59976,business analyst,118400,0
I-200-14073-356654,3/14/2014,3/20/2014,MA,58968,software engineer,118409,0
I-200-13310-736127,11/6/2013,11/8/2013,MA,58968,business analyst,118415,0
I-200-13085-645314,3/26/2013,4/1/2013,CT,58968,business analyst,118424,0
I-200-13295-899837,10/22/2013,11/1/2013,NY,100000.8,software engineer,118435,0
I-200-13077-170911,3/19/2013,3/25/2013,CT,65000,business analyst,118441,0
I-200-11270-063600,9/27/2011,1/7/2013,DC,58947,data analyst,118450,0
I-200-12303-377516,10/30/2012,11/5/2012,MN,75000,software engineer,118459,0
I-200-13080-687534,3/21/2013,3/27/2013,MN,67000,software engineer,118465,0
I-200-11285-099213,10/12/2011,10/18/2011,PA,60000,software engineer,118474,0
I-200-14072-506260,3/25/2014,3/31/2014,MA,78000,assistant professor,118485,0
I-200-15078-271942,3/19/2015,3/25/2015,GA,65000,data analyst,118491,0
I-200-11252-693239,9/9/2011,10/5/2011,NJ,62100,business analyst,118500,0
I-200-11318-949642,11/14/2011,12/27/2013,PA,60000,business analyst,118509,0
I-200-11289-509103,10/16/2011,10/20/2011,NY,60000,business analyst,118515,0
I-200-11279-470266,10/6/2011,10/13/2011,NY,59000,business analyst,118524,0
I-200-11283-800579,10/10/2011,10/14/2011,NJ,58906,business analyst,118533,0
I-200-14090-310699,3/31/2014,4/4/2014,TN,70000,assistant professor,118539,0
I-200-14078-676096,3/20/2014,3/26/2014,LA,90000,software engineer,118548,0
I-200-14290-540766,10/17/2014,10/23/2014,TX,70000,business analyst,118557,0
I-200-15072-521647,3/17/2015,3/23/2015,TX,69000,business analyst,118563,0
I-200-15040-533913,2/9/2015,2/14/2015,TX,66000,business analyst,118572,0
I-200-15074-962777,3/15/2015,3/19/2015,TX,65100,business analyst,118581,0
I-200-14281-775038,10/8/2014,10/15/2014,TX,65083,business analyst,118587,0
I-200-14304-415208,10/31/2014,11/6/2014,TX,65000,business analyst,118596,0
I-200-15079-993314,3/20/2015,3/26/2015,TX,63000,business analyst,118605,0
I-200-15063-554465,3/4/2015,3/10/2015,TX,62000,business analyst,118611,0
I-200-15067-461188,3/12/2015,3/18/2015,CA,60528,software engineer,118620,0
I-200-15047-954696,2/16/2015,2/22/2015,TX,60000,data analyst,118629,0
I-200-15083-546685,3/24/2015,3/30/2015,TX,60000,data analyst,118635,0
I-200-14101-243821,4/11/2014,4/17/2014,VA,60000,data analyst,118644,0
I-200-15056-333910,2/25/2015,3/3/2015,TX,60000,business analyst,118653,0
I-200-15070-443795,3/12/2015,3/18/2015,TX,60000,business analyst,118659,0
I-200-15075-251207,3/16/2015,3/20/2015,TX,60000,business analyst,118668,0
I-200-15080-477423,3/21/2015,3/31/2015,TX,60000,business analyst,118677,0
I-200-15083-879858,3/24/2015,3/30/2015,TX,60000,business analyst,118683,0
I-200-14261-599429,9/18/2014,9/24/2014,TX,60000,business analyst,118692,0
I-200-14080-191609,3/21/2014,3/27/2014,VA,59000,data analyst,118701,0
I-200-15057-075132,3/18/2015,3/24/2015,TX,59000,business analyst,118707,0
I-200-14239-584638,8/28/2014,9/4/2014,TX,59000,business analyst,118716,0
I-200-15068-141095,3/10/2015,3/16/2015,TX,58885,software engineer,118725,0
I-200-14293-396248,10/20/2014,10/24/2014,TX,58885,business analyst,118731,0
I-200-15051-372675,2/20/2015,2/26/2015,TX,58885,business analyst,118740,0
I-200-14238-950265,8/26/2014,9/2/2014,TX,58885,business analyst,118749,0
I-200-15064-441604,3/5/2015,3/11/2015,TX,66560,business analyst,118755,0
I-200-15076-471063,3/17/2015,3/23/2015,TX,60000,business analyst,118764,0
I-200-12179-536915,6/27/2012,12/14/2012,GA,60000,assistant professor,118773,0
I-200-15083-871677,3/24/2015,3/30/2015,IL,58864,software engineer,118780,0
I-200-14304-592522,10/31/2014,11/6/2014,NC,72000,software engineer,118793,0
I-200-12137-142647,5/16/2012,3/26/2014,CA,60000,software engineer,118802,0
I-200-14064-621028,3/5/2014,3/11/2014,CT,60000,business analyst,118808,0
I-200-15027-076230,2/17/2015,2/23/2015,MO,200000,assistant professor,118818,0
I-200-14175-497767,6/24/2014,6/30/2014,WA,110000,business analyst,118827,0
I-200-12290-276139,10/16/2012,10/22/2012,NJ,77500,business analyst,118833,0
I-200-13063-733603,3/6/2013,3/12/2013,NJ,70000,business analyst,118842,0
I-200-13091-396287,4/1/2013,4/5/2013,IL,65000,software engineer,118851,0
I-200-14143-826432,5/23/2014,5/30/2014,CA,60000,software engineer,118857,0
I-200-14070-154371,3/11/2014,3/17/2014,CA,59000,data analyst,118866,0
I-200-13023-903672,1/23/2013,1/29/2013,NJ,58822,business analyst,118875,0
I-200-14041-487070,2/25/2014,3/3/2014,NH,81000,software engineer,118888,0
I-200-14059-110275,3/5/2014,3/11/2014,FL,70000,software engineer,118897,0
A-14176-81981,6/30/2014,11/21/2014,FLORIDA,64019,software engineer,118906,0
I-200-15013-643684,1/13/2015,1/20/2015,PA,60000,data analyst,118912,0
I-200-15078-687075,3/19/2015,3/25/2015,PA,60000,business analyst,118921,0
I-200-13302-377385,10/29/2013,11/4/2013,FL,58801.6,software engineer,118931,0
I-200-14141-101359,5/21/2014,5/28/2014,RI,58787,assistant professor,118940,0
I-200-15054-625776,2/23/2015,2/27/2015,VA,70000,data analyst,118949,0
I-200-15083-253177,3/24/2015,3/30/2015,VA,60000,software engineer,118958,0
I-200-15069-940699,3/10/2015,3/16/2015,KS,60000,business analyst,118964,0
I-200-13126-445519,5/6/2013,5/10/2013,OH,95000,software engineer,118973,0
I-203-14318-572461,11/14/2014,11/20/2014,GA,70000,business analyst,118982,0
I-200-14206-917499,7/28/2014,8/1/2014,MO,66824,software engineer,118988,0
I-200-13059-918379,3/1/2013,3/7/2013,PA,63000,business analyst,118997,0
I-200-13177-154342,6/26/2013,7/2/2013,PA,62000,business analyst,119006,0
I-200-13072-615319,3/13/2013,3/19/2013,PA,60736,business analyst,119012,0
I-200-14287-733492,10/14/2014,10/20/2014,MO,60000,data analyst,119021,0
I-200-15077-773017,3/18/2015,3/24/2015,GA,60000,business analyst,119030,0
I-200-13072-617513,3/13/2013,3/15/2013,PA,60000,business analyst,119036,0
I-200-13102-086926,4/12/2013,4/18/2013,PA,60000,business analyst,119045,0
I-200-13078-336660,3/19/2013,3/25/2013,PA,58760,software engineer,119054,0
I-200-13078-964362,3/19/2013,3/25/2013,PA,58760,business analyst,119060,0
I-200-14086-217418,3/27/2014,9/11/2014,PA,62400,software engineer,119069,0
I-200-14079-469787,3/20/2014,3/26/2014,CA,58739.2,business analyst,119078,0
I-200-14073-395899,3/17/2014,3/21/2014,PA,95000,software engineer,119084,0
I-200-13323-872674,11/19/2013,11/25/2013,PA,81000,software engineer,119093,0
I-200-14014-976537,1/14/2014,1/21/2014,PA,74000,software engineer,119102,0
I-200-14162-302856,6/11/2014,6/17/2014,PA,73000,software engineer,119108,0
I-200-13310-191388,11/12/2013,10/14/2014,PA,71400,software engineer,119117,0
I-200-13292-227353,10/19/2013,10/26/2013,PA,66914,software engineer,119126,0
I-200-14132-034885,5/12/2014,6/6/2014,PA,65000,software engineer,119132,0
I-200-14031-798886,1/31/2014,2/7/2014,PA,63000,software engineer,119141,0
I-200-14071-335151,3/13/2014,3/19/2014,PA,60000,software engineer,119150,0
I-200-14085-889990,3/26/2014,4/1/2014,PA,60000,software engineer,119156,0
I-200-14101-342987,4/11/2014,4/17/2014,CA,60000,data analyst,119165,0
I-200-14064-717674,3/5/2014,3/11/2014,CA,60000,business analyst,119174,0
I-200-14076-878576,3/17/2014,3/21/2014,CA,60000,business analyst,119180,0
I-200-14083-172344,3/24/2014,3/28/2014,CA,59000,business analyst,119189,0
I-200-14072-270182,3/13/2014,3/19/2014,PA,58739,software engineer,119198,0
I-200-14043-731181,2/20/2014,2/26/2014,CA,58739,business analyst,119204,0
